revenue,rating
1754389.0,6.0
0.0,7.5
0.0,6.5
0.0,5.6
0.0,7.2
12876220.0,7.8
0.0,6.5
0.0,6.3
20768906.0,6.4
863000.0,6.505
0.0,6.0
0.0,3.771
32054369.0,6.281
0.0,6.2
349899.0,7.6
13900000.0,7.1
42045846.0,6.1
0.0,7.3
0.0,6.8
48531470.0,7.107
6200000.0,6.955
48398.0,6.8
0.0,6.7
3317662.0,5.8
86387857.0,5.7
7644937.0,6.115
0.0,7.3
0.0,7.3
0.0,3.9
0.0,6.8
3453043.0,6.4
0.0,5.5
0.0,6.5
25346148.0,7.55
0.0,5.927
851517.0,6.1
12014663.0,6.8
0.0,6.4
0.0,6.4
0.0,4.7
3470487.0,6.6
21500813.0,5.5
0.0,6.066
0.0,6.3
33245.0,6.2
69229.0,5.8
0.0,4.8
0.0,7.1
27293743.0,6.5
0.0,6.4
17636261.0,6.3
12037973.0,5.9
0.0,5.7
0.0,7.4
62000000.0,6.6
0.0,6.3
9479718.0,5.3
0.0,6.2
7022728.0,6.188
4882577.0,6.5
0.0,6.0
0.0,5.5
0.0,6.974
0.0,5.592
