country,release_year,language,budget,cast_numbers,genre_numbers,director_number,first_genre,month_name,day,mean,std,var,labels
United States of America,2021.0,en,0.0,1.0,1.0,1.0,Documentary,October,8.0,0.0246,0.0663,0.0044,10.0
"Canada, Denmark, France, Sweden, United Kingdom, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Documentary,August,20.0,0.0301,0.064,0.0041,24.0
"Belgium, France",2021.0,fr,5000000.0,5.0,3.0,1.0,History,September,8.0,0.0264,0.0656,0.0043,21.0
"Cyprus, Ukraine",2021.0,en,2500000.0,5.0,3.0,1.0,Animation,August,19.0,0.0283,0.0648,0.0042,12.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Drama,October,8.0,0.0201,0.0678,0.0046,8.0
United Kingdom,2021.0,en,0.0,5.0,1.0,1.0,Documentary,December,17.0,0.028,0.0649,0.0042,20.0
United States of America,2021.0,en,0.0,5.0,2.0,2.0,Comedy,July,20.0,0.033,0.0625,0.0039,24.0
Germany,2021.0,de,0.0,5.0,1.0,1.0,Family,December,9.0,0.0302,0.0639,0.0041,7.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,April,4.0,0.0187,0.0682,0.0047,28.0
Canada,2021.0,fr,0.0,5.0,2.0,1.0,Comedy,July,14.0,0.0284,0.0647,0.0042,7.0
Spain,2021.0,es,0.0,5.0,3.0,1.0,Comedy,December,24.0,0.031,0.0636,0.004,2.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Family,November,24.0,0.0259,0.0658,0.0043,50.0
Italy,2021.0,it,0.0,5.0,3.0,1.0,Comedy,December,25.0,0.0227,0.067,0.0045,21.0
United States of America,2021.0,en,0.0,5.0,4.0,2.0,Animation,October,29.0,0.0276,0.0651,0.0042,25.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Horror,May,21.0,0.0271,0.0653,0.0043,53.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Horror,December,2.0,0.0235,0.0667,0.0044,44.0
China,2021.0,zh,0.0,5.0,3.0,2.0,Thriller,August,20.0,0.0225,0.067,0.0045,19.0
United States of America,2021.0,en,16000000.0,5.0,2.0,1.0,Music,January,14.0,0.0251,0.0661,0.0044,18.0
Brazil,2021.0,pt,0.0,5.0,3.0,1.0,Crime,September,24.0,0.0324,0.0629,0.004,43.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Thriller,October,1.0,0.018,0.0684,0.0047,6.0
United States of America,2021.0,en,0.0,5.0,5.0,1.0,Mystery,August,27.0,0.0205,0.0677,0.0046,12.0
Sweden,2021.0,sv,0.0,5.0,2.0,1.0,Comedy,June,3.0,0.0259,0.0658,0.0043,43.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,October,8.0,0.0216,0.0673,0.0045,16.0
Netherlands,2021.0,nl,0.0,5.0,2.0,1.0,Drama,October,14.0,0.0258,0.0658,0.0043,5.0
"Australia, United States of America",2021.0,en,0.0,1.0,1.0,1.0,Documentary,October,1.0,0.0258,0.0658,0.0043,5.0
other,2021.0,en,0.0,5.0,3.0,1.0,Animation,November,26.0,0.0255,0.0659,0.0043,14.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Crime,September,10.0,0.0339,0.062,0.0038,26.0
United States of America,2021.0,en,84919.0,2.0,1.0,1.0,Documentary,January,1.0,0.0258,0.0658,0.0043,20.0
India,2021.0,hi,0.0,5.0,4.0,1.0,Action,May,12.0,0.0274,0.0652,0.0042,41.0
Russia,2021.0,ru,0.0,5.0,2.0,1.0,Thriller,January,21.0,0.0219,0.0672,0.0045,54.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Horror,October,8.0,0.0291,0.0645,0.0042,53.0
South Korea,2021.0,ko,0.0,5.0,2.0,1.0,Horror,June,17.0,0.0256,0.0659,0.0043,43.0
"Belgium, France",2021.0,fr,0.0,5.0,2.0,1.0,Family,September,9.0,0.0189,0.0682,0.0046,37.0
other,2021.0,en,0.0,5.0,1.0,1.0,Drama,June,2.0,0.0291,0.0645,0.0042,29.0
France,2021.0,fr,0.0,5.0,1.0,1.0,Comedy,June,30.0,0.0285,0.0647,0.0042,36.0
Italy,2021.0,it,0.0,5.0,1.0,1.0,Drama,May,26.0,0.0282,0.0648,0.0042,37.0
other,2021.0,it,0.0,5.0,1.0,1.0,Thriller,April,28.0,0.0207,0.0676,0.0046,36.0
Italy,2021.0,it,0.0,5.0,2.0,2.0,Drama,November,24.0,0.0235,0.0667,0.0044,35.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Thriller,September,23.0,0.0299,0.0641,0.0041,34.0
"Canada, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Comedy,September,9.0,0.0235,0.0667,0.0044,44.0
Sri Lanka,2021.0,si,0.0,4.0,1.0,1.0,Drama,December,23.0,0.0291,0.0645,0.0042,10.0
"Czech Republic, Germany, Slovakia",2021.0,sk,0.0,5.0,3.0,1.0,Drama,March,18.0,0.0271,0.0653,0.0043,34.0
United Kingdom,2021.0,en,0.0,5.0,3.0,1.0,Animation,April,16.0,0.0176,0.0685,0.0047,16.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Comedy,June,11.0,0.0195,0.068,0.0046,43.0
"Austria, Belgium, France, Taiwan",2021.0,zh,0.0,5.0,1.0,1.0,Drama,November,19.0,0.0293,0.0644,0.0041,30.0
"Czech Republic, France, Poland, Slovakia",2021.0,cs,0.0,5.0,4.0,2.0,Adventure,October,1.0,0.0236,0.0667,0.0044,10.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Horror,April,16.0,0.0298,0.0641,0.0041,38.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Horror,December,31.0,0.0266,0.0655,0.0043,25.0
"Ireland, United Kingdom, United States of America",2021.0,en,0.0,5.0,1.0,1.0,Drama,October,11.0,0.025,0.0661,0.0044,7.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,September,20.0,0.0241,0.0665,0.0044,44.0
Japan,2021.0,ja,0.0,5.0,3.0,1.0,Animation,October,12.0,0.0212,0.0675,0.0045,15.0
Italy,2021.0,it,0.0,5.0,3.0,1.0,Romance,December,23.0,0.026,0.0658,0.0043,15.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Drama,February,5.0,0.0306,0.0637,0.0041,44.0
France,2021.0,fr,0.0,5.0,2.0,1.0,TV Movie,September,17.0,0.0303,0.0639,0.0041,5.0
China,2021.0,zh,0.0,5.0,4.0,1.0,Animation,December,11.0,0.0314,0.0633,0.004,47.0
France,2021.0,fr,5000000.0,5.0,1.0,1.0,Drama,October,27.0,0.025,0.0661,0.0044,2.0
"China, Malaysia, United Kingdom, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Drama,August,27.0,0.0325,0.0628,0.0039,24.0
South Korea,2021.0,ko,0.0,3.0,1.0,1.0,Romance,October,12.0,0.0271,0.0653,0.0043,34.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Comedy,December,3.0,0.0236,0.0666,0.0044,24.0
United States of America,2021.0,en,0.0,1.0,4.0,1.0,Family,May,4.0,0.0216,0.0673,0.0045,14.0
India,2021.0,ta,0.0,5.0,2.0,1.0,Drama,April,9.0,0.0217,0.0673,0.0045,36.0
Japan,2021.0,ja,0.0,5.0,3.0,1.0,Crime,August,20.0,0.0295,0.0642,0.0041,44.0
United States of America,2021.0,pt,0.0,5.0,1.0,1.0,Horror,June,14.0,0.0219,0.0672,0.0045,16.0
South Korea,2021.0,ko,0.0,4.0,2.0,1.0,Drama,December,30.0,0.0242,0.0664,0.0044,20.0
Spain,2021.0,es,0.0,5.0,2.0,1.0,Thriller,July,23.0,0.0274,0.0652,0.0042,14.0
France,2021.0,fr,0.0,5.0,2.0,2.0,Comedy,September,8.0,0.023,0.0669,0.0045,57.0
Brazil,2021.0,pt,0.0,5.0,2.0,1.0,Fantasy,July,12.0,0.0207,0.0676,0.0046,49.0
United States of America,2021.0,en,10000.0,5.0,4.0,2.0,Adventure,January,15.0,0.0165,0.0688,0.0047,21.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,1.0,1.0,Documentary,September,27.0,0.0217,0.0673,0.0045,22.0
United States of America,2021.0,en,0.0,5.0,1.0,2.0,Documentary,September,7.0,0.0194,0.068,0.0046,21.0
South Korea,2021.0,ko,0.0,3.0,1.0,1.0,Romance,October,1.0,0.0238,0.0666,0.0044,2.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Science Fiction,April,29.0,0.0183,0.0683,0.0047,43.0
United States of America,2021.0,en,0.0,5.0,5.0,1.0,Action,December,3.0,0.0262,0.0657,0.0043,25.0
South Korea,2021.0,ko,0.0,5.0,1.0,1.0,Romance,May,4.0,0.0295,0.0643,0.0041,30.0
Indonesia,2021.0,id,0.0,5.0,3.0,1.0,Romance,July,15.0,0.0319,0.0631,0.004,18.0
"Belgium, France",2021.0,fr,4900000.0,5.0,2.0,1.0,Comedy,May,19.0,0.0314,0.0634,0.004,34.0
South Korea,2021.0,ko,0.0,3.0,1.0,1.0,Romance,September,3.0,0.0276,0.0651,0.0042,24.0
South Korea,2021.0,ko,0.0,5.0,2.0,1.0,Crime,May,26.0,0.0242,0.0664,0.0044,23.0
"Denmark, Sweden",2021.0,da,0.0,5.0,2.0,1.0,Romance,June,24.0,0.0183,0.0683,0.0047,15.0
South Korea,2021.0,ko,0.0,5.0,1.0,1.0,Romance,October,25.0,0.0221,0.0672,0.0045,44.0
South Korea,2021.0,ko,0.0,5.0,1.0,1.0,Romance,September,17.0,0.0212,0.0675,0.0046,31.0
United Kingdom,2021.0,en,653095.0,5.0,3.0,1.0,War,September,10.0,0.0308,0.0637,0.0041,5.0
United States of America,2021.0,en,10000000.0,5.0,2.0,1.0,Drama,July,15.0,0.0208,0.0676,0.0046,14.0
United States of America,2021.0,en,0.0,5.0,4.0,1.0,TV Movie,December,1.0,0.0201,0.0678,0.0046,14.0
other,2021.0,en,0.0,5.0,2.0,1.0,Drama,January,5.0,0.0272,0.0653,0.0043,2.0
France,2021.0,fr,0.0,5.0,2.0,1.0,Drama,June,16.0,0.0307,0.0637,0.0041,41.0
United States of America,2021.0,en,0.0,5.0,1.0,2.0,Documentary,July,23.0,0.0274,0.0652,0.0042,18.0
Russia,2021.0,ru,0.0,5.0,2.0,1.0,Romance,February,4.0,0.0225,0.0671,0.0045,11.0
Brazil,2021.0,pt,1900000.0,5.0,4.0,1.0,Family,December,30.0,0.0218,0.0673,0.0045,36.0
"Denmark, Netherlands, Sweden",2021.0,sv,0.0,5.0,1.0,1.0,Drama,November,11.0,0.0323,0.0629,0.004,22.0
South Korea,2021.0,ko,0.0,5.0,1.0,1.0,Romance,December,27.0,0.0319,0.0631,0.004,5.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Animation,June,5.0,0.02,0.0678,0.0046,54.0
Taiwan,2021.0,zh,0.0,5.0,2.0,1.0,Crime,February,5.0,0.0314,0.0633,0.004,50.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Comedy,November,23.0,0.0242,0.0664,0.0044,10.0
"Greece, Poland, Slovenia",2021.0,el,0.0,5.0,1.0,1.0,Drama,May,26.0,0.023,0.0669,0.0045,15.0
India,2021.0,hi,0.0,5.0,2.0,1.0,Drama,March,26.0,0.0241,0.0665,0.0044,16.0
Netherlands,2021.0,nl,0.0,5.0,3.0,1.0,Adventure,December,1.0,0.032,0.0631,0.004,27.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,TV Movie,December,23.0,0.02,0.0678,0.0046,39.0
"Germany, Japan",2021.0,ja,0.0,5.0,3.0,1.0,Drama,April,9.0,0.0221,0.0672,0.0045,37.0
Netherlands,2021.0,nl,0.0,5.0,2.0,2.0,Comedy,April,2.0,0.0209,0.0675,0.0046,3.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Drama,November,7.0,0.018,0.0684,0.0047,16.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Drama,April,30.0,0.0264,0.0656,0.0043,3.0
"Turkey, United States of America",2021.0,tr,0.0,5.0,1.0,1.0,Drama,November,19.0,0.0297,0.0642,0.0041,14.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,May,7.0,0.0258,0.0658,0.0043,18.0
"France, United States of America",2021.0,fr,0.0,5.0,2.0,1.0,Comedy,November,11.0,0.0349,0.0615,0.0038,7.0
"Italy, Spain",2021.0,it,0.0,5.0,2.0,1.0,Drama,September,9.0,0.0286,0.0647,0.0042,45.0
other,2021.0,en,0.0,5.0,2.0,1.0,Romance,June,11.0,0.0283,0.0648,0.0042,30.0
"Belgium, Canada, France",2021.0,fr,0.0,5.0,4.0,2.0,Animation,September,13.0,0.0271,0.0653,0.0043,38.0
South Korea,2021.0,ko,0.0,3.0,2.0,1.0,Drama,June,14.0,0.0256,0.0659,0.0043,21.0
Argentina,2021.0,es,0.0,5.0,1.0,1.0,Horror,April,15.0,0.0225,0.0671,0.0045,36.0
"Spain, United States of America",2021.0,en,0.0,1.0,4.0,1.0,Animation,June,13.0,0.0274,0.0652,0.0043,30.0
United States of America,2021.0,en,2500000.0,5.0,1.0,1.0,Thriller,July,30.0,0.0262,0.0657,0.0043,19.0
South Korea,2021.0,ko,0.0,5.0,1.0,1.0,Romance,April,29.0,0.0321,0.063,0.004,30.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Comedy,August,6.0,0.0173,0.0686,0.0047,11.0
Spain,2021.0,es,0.0,5.0,3.0,1.0,Drama,October,12.0,0.0213,0.0674,0.0045,41.0
Mexico,2021.0,es,0.0,5.0,3.0,1.0,Documentary,October,28.0,0.0306,0.0638,0.0041,44.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Drama,September,3.0,0.0249,0.0662,0.0044,34.0
"Canada, Cote D'Ivoire, France",2021.0,fr,0.0,5.0,1.0,1.0,Drama,February,26.0,0.0318,0.0632,0.004,31.0
Canada,2021.0,en,0.0,3.0,2.0,1.0,Horror,August,30.0,0.0268,0.0654,0.0043,14.0
United States of America,2021.0,en,0.0,5.0,5.0,1.0,TV Movie,November,6.0,0.0276,0.0651,0.0042,54.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Horror,October,22.0,0.0221,0.0672,0.0045,7.0
India,2021.0,mr,0.0,5.0,1.0,1.0,Drama,March,20.0,0.023,0.0669,0.0045,39.0
Japan,2021.0,ja,0.0,5.0,1.0,1.0,Drama,February,11.0,0.0221,0.0672,0.0045,3.0
Russia,2021.0,ru,0.0,5.0,2.0,2.0,Comedy,November,12.0,0.0228,0.0669,0.0045,21.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,August,14.0,0.0272,0.0653,0.0043,14.0
France,2021.0,en,0.0,5.0,1.0,2.0,Documentary,March,26.0,0.0246,0.0663,0.0044,18.0
Italy,2021.0,it,0.0,5.0,1.0,1.0,Comedy,October,14.0,0.0271,0.0653,0.0043,31.0
United States of America,2021.0,en,0.0,5.0,5.0,1.0,Family,December,3.0,0.0219,0.0672,0.0045,17.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Romance,June,19.0,0.0221,0.0672,0.0045,51.0
United Kingdom,2021.0,en,0.0,5.0,1.0,1.0,Drama,June,18.0,0.023,0.0669,0.0045,16.0
Italy,2021.0,it,0.0,5.0,1.0,1.0,Drama,October,8.0,0.0283,0.0648,0.0042,35.0
France,2021.0,fr,0.0,5.0,2.0,1.0,Romance,September,29.0,0.0231,0.0668,0.0045,18.0
"Germany, Poland, United Kingdom",2021.0,en,0.0,5.0,2.0,1.0,Drama,June,11.0,0.0261,0.0657,0.0043,14.0
"Belgium, France, Ireland",2021.0,en,0.0,5.0,3.0,1.0,Action,February,3.0,0.0212,0.0675,0.0046,53.0
India,2021.0,hi,36786988.0,5.0,2.0,1.0,Drama,December,23.0,0.0269,0.0654,0.0043,46.0
France,2021.0,fr,0.0,2.0,1.0,2.0,Documentary,December,15.0,0.0211,0.0675,0.0046,1.0
South Korea,2021.0,ko,0.0,4.0,1.0,1.0,Romance,July,14.0,0.025,0.0662,0.0044,20.0
other,2021.0,en,30241.0,5.0,1.0,1.0,Documentary,July,21.0,0.0255,0.0659,0.0043,54.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,October,1.0,0.0187,0.0682,0.0047,51.0
"Australia, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Animation,February,4.0,0.015,0.0691,0.0048,14.0
Canada,2021.0,en,0.0,5.0,2.0,1.0,Thriller,May,21.0,0.0301,0.064,0.0041,5.0
"Canada, United States of America",2021.0,en,0.0,5.0,4.0,1.0,TV Movie,November,26.0,0.0288,0.0646,0.0042,5.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Documentary,September,27.0,0.0258,0.0658,0.0043,44.0
United States of America,2021.0,en,0.0,5.0,2.0,2.0,Comedy,September,17.0,0.0245,0.0663,0.0044,27.0
Brazil,2021.0,pt,0.0,5.0,1.0,1.0,Comedy,June,2.0,0.0236,0.0666,0.0044,4.0
South Korea,2021.0,ko,0.0,4.0,1.0,1.0,Romance,April,7.0,0.0289,0.0646,0.0042,34.0
Brazil,2021.0,pt,0.0,5.0,2.0,1.0,Comedy,August,18.0,0.0299,0.0641,0.0041,7.0
Japan,2021.0,ja,0.0,5.0,3.0,1.0,Mystery,April,29.0,0.0275,0.0652,0.0042,2.0
"Japan, United States of America",2022.0,en,110000000.0,5.0,4.0,1.0,Action,March,30.0,0.0259,0.0658,0.0043,14.0
Poland,2022.0,pl,0.0,5.0,2.0,2.0,Romance,April,26.0,0.0216,0.0673,0.0045,27.0
South Korea,2022.0,ko,0.0,5.0,3.0,1.0,Comedy,January,27.0,0.0249,0.0662,0.0044,49.0
United States of America,2022.0,en,90000000.0,5.0,5.0,1.0,Animation,December,7.0,0.0245,0.0663,0.0044,19.0
United States of America,2022.0,en,170000000.0,5.0,2.0,1.0,Action,May,21.0,0.0277,0.065,0.0042,24.0
United States of America,2022.0,en,165000000.0,5.0,3.0,1.0,Adventure,June,1.0,0.0284,0.0648,0.0042,10.0
United States of America,2022.0,en,460000000.0,5.0,3.0,1.0,Science Fiction,December,14.0,0.0227,0.067,0.0045,7.0
Poland,2022.0,pl,0.0,5.0,2.0,2.0,Romance,August,18.0,0.0199,0.0678,0.0046,12.0
United States of America,2022.0,en,200000000.0,5.0,3.0,1.0,Fantasy,May,4.0,0.0302,0.0639,0.0041,25.0
United States of America,2022.0,en,185000000.0,5.0,3.0,1.0,Crime,March,1.0,0.0247,0.0663,0.0044,10.0
United States of America,2022.0,en,250000000.0,5.0,3.0,1.0,Action,November,9.0,0.0261,0.0657,0.0043,17.0
South Korea,2022.0,ko,0.0,5.0,4.0,1.0,Action,June,15.0,0.0221,0.0672,0.0045,29.0
United States of America,2022.0,en,0.0,4.0,4.0,1.0,Horror,September,9.0,0.0254,0.066,0.0044,20.0
United States of America,2022.0,en,175000000.0,5.0,4.0,1.0,Animation,March,10.0,0.0214,0.0674,0.0045,39.0
South Korea,2022.0,ko,119.0,5.0,2.0,1.0,Romance,October,6.0,0.0302,0.0639,0.0041,7.0
Spain,2022.0,es,0.0,5.0,3.0,1.0,Romance,February,4.0,0.0206,0.0676,0.0046,5.0
United States of America,2022.0,en,120000000.0,5.0,2.0,1.0,Action,February,10.0,0.0305,0.0638,0.0041,32.0
United States of America,2022.0,en,25000000.0,5.0,3.0,2.0,Action,March,24.0,0.025,0.0662,0.0044,33.0
United States of America,2022.0,en,250000000.0,5.0,3.0,1.0,Fantasy,July,6.0,0.0313,0.0634,0.004,27.0
United States of America,2022.0,en,17000000.0,5.0,2.0,1.0,Horror,September,23.0,0.022,0.0672,0.0045,42.0
South Korea,2022.0,ko,24500000.0,5.0,4.0,1.0,Science Fiction,July,20.0,0.0243,0.0664,0.0044,16.0
United States of America,2022.0,en,85000000.0,5.0,4.0,1.0,Animation,June,29.0,0.0291,0.0644,0.0042,13.0
United States of America,2022.0,en,65000000.0,5.0,3.0,1.0,Thriller,August,2.0,0.0184,0.0683,0.0047,24.0
Canada,2022.0,en,1500000.0,5.0,1.0,1.0,War,October,6.0,0.0218,0.0673,0.0045,41.0
"France, Portugal, Spain",2022.0,pt,0.0,5.0,3.0,1.0,Animation,September,21.0,0.0275,0.0651,0.0042,14.0
"South Africa, United States of America",2022.0,en,30000000.0,5.0,3.0,1.0,Romance,January,21.0,0.023,0.0669,0.0045,28.0
"United States of America, United Kingdom",2022.0,en,3000000.0,5.0,1.0,1.0,Thriller,August,11.0,0.0274,0.0652,0.0042,53.0
United States of America,2022.0,en,75000000.0,5.0,5.0,2.0,Animation,January,31.0,0.0232,0.0668,0.0045,16.0
"Sweden, United States of America",2022.0,en,50000000.0,5.0,2.0,1.0,Comedy,December,28.0,0.025,0.0661,0.0044,51.0
India,2022.0,hi,9600000.0,5.0,3.0,1.0,Action,April,1.0,0.0236,0.0667,0.0044,47.0
United States of America,2022.0,en,78000000.0,5.0,2.0,1.0,Drama,December,22.0,0.028,0.0649,0.0042,28.0
Japan,2022.0,ja,0.0,5.0,4.0,1.0,Animation,September,9.0,0.0317,0.0632,0.004,19.0
Japan,2022.0,ja,0.0,5.0,5.0,1.0,Animation,August,6.0,0.0303,0.0639,0.0041,33.0
United States of America,2022.0,en,250000.0,5.0,2.0,1.0,Horror,October,6.0,0.0247,0.0663,0.0044,29.0
Germany,2022.0,de,20000000.0,5.0,3.0,1.0,War,October,7.0,0.0306,0.0638,0.0041,5.0
"Canada, United States of America",2022.0,en,0.0,5.0,4.0,1.0,Animation,January,28.0,0.024,0.0665,0.0044,16.0
United States of America,2022.0,en,0.0,5.0,3.0,1.0,Thriller,October,7.0,0.0227,0.067,0.0045,21.0
United States of America,2022.0,en,24000000.0,5.0,2.0,2.0,Horror,January,12.0,0.0321,0.063,0.004,29.0
United States of America,2022.0,en,200000000.0,5.0,3.0,1.0,Action,October,19.0,0.0241,0.0665,0.0044,44.0
"United Kingdom, United States of America",2022.0,en,200000000.0,5.0,2.0,1.0,Fantasy,April,6.0,0.024,0.0665,0.0044,21.0
"Finland, United Kingdom, United States of America",2022.0,fi,6200000.0,5.0,3.0,1.0,Action,September,9.0,0.0243,0.0664,0.0044,18.0
"Spain, United States of America",2022.0,en,0.0,5.0,4.0,1.0,Animation,August,5.0,0.0308,0.0636,0.004,38.0
United States of America,2022.0,en,90000000.0,5.0,3.0,1.0,Action,August,3.0,0.0213,0.0674,0.0045,41.0
United States of America,2022.0,en,80000000.0,5.0,5.0,1.0,Family,March,17.0,0.0271,0.0653,0.0043,19.0
Indonesia,2022.0,id,1242172.0,5.0,5.0,1.0,Action,November,17.0,0.0273,0.0652,0.0043,23.0
United States of America,2022.0,en,35000000.0,5.0,3.0,1.0,Comedy,November,17.0,0.0275,0.0652,0.0042,14.0
United States of America,2022.0,en,1000000.0,5.0,1.0,1.0,Horror,September,16.0,0.0304,0.0638,0.0041,20.0
"United Kingdom, United States of America",2022.0,en,0.0,5.0,2.0,1.0,Romance,July,29.0,0.0196,0.0679,0.0046,8.0
South Korea,2022.0,ko,9000000.0,5.0,4.0,1.0,Action,September,21.0,0.0305,0.0638,0.0041,23.0
United States of America,2022.0,en,0.0,5.0,4.0,1.0,Fantasy,October,19.0,0.0264,0.0656,0.0043,54.0
United States of America,2022.0,en,16000000.0,5.0,2.0,1.0,Horror,June,17.0,0.0294,0.0643,0.0041,26.0
Israel,2022.0,he,0.0,5.0,1.0,1.0,Drama,June,8.0,0.0252,0.0661,0.0044,14.0
Ukraine,2022.0,uk,1000000.0,5.0,3.0,1.0,War,May,3.0,0.0277,0.065,0.0042,45.0
United States of America,2022.0,en,1000000.0,5.0,3.0,1.0,Horror,March,17.0,0.0277,0.065,0.0042,28.0
Japan,2022.0,ja,0.0,5.0,4.0,1.0,Animation,November,11.0,0.0241,0.0665,0.0044,47.0
United States of America,2022.0,en,14000000.0,5.0,2.0,1.0,Romance,August,24.0,0.0266,0.0655,0.0043,51.0
United States of America,2022.0,en,200000000.0,5.0,2.0,2.0,Action,July,13.0,0.0206,0.0676,0.0046,14.0
United States of America,2022.0,en,49000000.0,5.0,3.0,1.0,Drama,March,18.0,0.0245,0.0663,0.0044,28.0
United States of America,2022.0,en,0.0,5.0,2.0,1.0,Science Fiction,March,1.0,0.026,0.0658,0.0043,21.0
"Hong Kong, United Kingdom, United States of America",2022.0,en,146000000.0,5.0,3.0,1.0,Science Fiction,February,3.0,0.0271,0.0653,0.0043,54.0
United States of America,2022.0,en,0.0,3.0,2.0,1.0,Documentary,November,4.0,0.0229,0.0669,0.0045,54.0
United States of America,2022.0,en,12000000.0,5.0,2.0,1.0,Science Fiction,December,28.0,0.0284,0.0647,0.0042,18.0
Japan,2022.0,ja,0.0,5.0,3.0,1.0,Animation,June,11.0,0.0297,0.0642,0.0041,13.0
"United Kingdom, United States of America",2022.0,en,0.0,5.0,1.0,4.0,Documentary,January,1.0,0.0302,0.0639,0.0041,5.0
South Korea,2022.0,ko,7600000.0,5.0,4.0,1.0,Action,May,18.0,0.025,0.0661,0.0044,13.0
United States of America,2022.0,en,74000000.0,5.0,3.0,2.0,Action,March,24.0,0.0237,0.0666,0.0044,41.0
"Canada, United States of America",2022.0,en,0.0,5.0,4.0,1.0,Western,September,30.0,0.0312,0.0634,0.004,53.0
United States of America,2022.0,en,0.0,5.0,2.0,1.0,Family,January,13.0,0.0284,0.0648,0.0042,2.0
United States of America,2022.0,en,20000000.0,5.0,2.0,1.0,Horror,October,12.0,0.0263,0.0657,0.0043,33.0
China,2022.0,zh,0.0,5.0,1.0,1.0,Drama,June,18.0,0.0248,0.0662,0.0044,18.0
United States of America,2022.0,en,40000000.0,5.0,3.0,1.0,Comedy,November,23.0,0.0211,0.0675,0.0046,24.0
United Kingdom,2022.0,en,0.0,4.0,3.0,1.0,War,May,13.0,0.0223,0.0671,0.0045,20.0
"Mexico, United States of America, Venezuela",2022.0,en,1500000.0,5.0,4.0,1.0,Horror,March,11.0,0.023,0.0669,0.0045,48.0
United States of America,2022.0,en,70000000.0,5.0,3.0,1.0,Action,April,7.0,0.0208,0.0676,0.0046,31.0
"United States of America, United Kingdom",2022.0,en,5000000.0,5.0,3.0,1.0,Horror,September,15.0,0.0267,0.0655,0.0043,35.0
United States of America,2022.0,en,0.0,5.0,2.0,1.0,Action,May,20.0,0.0245,0.0663,0.0044,19.0
India,2022.0,te,69000000.0,5.0,3.0,1.0,Action,March,24.0,0.0337,0.0622,0.0039,11.0
"Serbia, United Arab Emirates, United Kingdom",2022.0,en,2500000.0,5.0,2.0,1.0,Thriller,February,18.0,0.028,0.0649,0.0042,19.0
South Korea,2022.0,ko,0.0,5.0,3.0,1.0,Thriller,June,29.0,0.0225,0.0671,0.0045,1.0
Japan,2022.0,ja,0.0,5.0,3.0,1.0,Animation,November,25.0,0.0272,0.0653,0.0043,17.0
Russia,2022.0,ru,6042800.0,5.0,4.0,1.0,Science Fiction,December,22.0,0.025,0.0661,0.0044,12.0
United States of America,2022.0,en,200000000.0,5.0,4.0,1.0,Animation,June,15.0,0.0287,0.0646,0.0042,27.0
South Korea,2022.0,ko,0.0,5.0,1.0,1.0,Fantasy,November,17.0,0.0268,0.0654,0.0043,47.0
Norway,2022.0,no,8500.0,5.0,2.0,1.0,Horror,June,3.0,0.0267,0.0655,0.0043,38.0
United States of America,2022.0,en,30000000.0,5.0,3.0,1.0,Action,April,28.0,0.0297,0.0642,0.0041,15.0
"Canada, United States of America",2022.0,en,50000000.0,5.0,3.0,1.0,Action,September,16.0,0.0288,0.0646,0.0042,27.0
United States of America,2022.0,en,5000.0,5.0,2.0,1.0,Horror,July,15.0,0.0207,0.0676,0.0046,11.0
