country,release_year,language,budget,cast_numbers,genre_numbers,director_number,first_genre,month_name,day,mean,std,var,labels
Canada,2018.0,en,0.0,5.0,2.0,1.0,Romance,February,14.0,0.0289,0.0645,0.0042,19.0
"Canada, United States of America",2018.0,en,0.0,5.0,2.0,1.0,Romance,October,27.0,0.0304,0.0638,0.0041,2.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Drama,July,27.0,0.0241,0.0665,0.0044,33.0
France,2018.0,fr,0.0,5.0,2.0,1.0,Comedy,September,12.0,0.0286,0.0647,0.0042,13.0
"France, Russia",2018.0,ru,150000.0,5.0,2.0,1.0,Music,June,7.0,0.02,0.0678,0.0046,43.0
Canada,2018.0,en,0.0,5.0,2.0,1.0,Horror,September,7.0,0.0303,0.0639,0.0041,26.0
China,2018.0,zh,0.0,5.0,1.0,1.0,Drama,September,21.0,0.0185,0.0682,0.0047,16.0
Germany,2018.0,de,0.0,5.0,2.0,1.0,Comedy,December,6.0,0.0283,0.0648,0.0042,13.0
"Colombia, Mexico, Denmark, France, Switzerland",2018.0,es,0.0,5.0,2.0,2.0,Drama,August,2.0,0.0235,0.0667,0.0044,20.0
India,2018.0,ta,77000000.0,5.0,3.0,1.0,Action,November,29.0,0.0289,0.0645,0.0042,52.0
France,2018.0,fr,13500000.0,5.0,2.0,1.0,Adventure,February,7.0,0.0272,0.0653,0.0043,19.0
South Korea,2018.0,ko,0.0,5.0,3.0,1.0,Comedy,February,28.0,0.023,0.0669,0.0045,41.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Comedy,September,28.0,0.0245,0.0663,0.0044,33.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Documentary,November,1.0,0.0275,0.0652,0.0042,2.0
France,2018.0,fr,0.0,5.0,2.0,1.0,Drama,September,12.0,0.0272,0.0653,0.0043,26.0
France,2018.0,fr,0.0,5.0,1.0,1.0,Comedy,December,19.0,0.0293,0.0644,0.0041,4.0
"Austria, Greece, Hungary, India, New Zealand, Poland, Turkey, United States of America",2018.0,en,0.0,5.0,1.0,9.0,Horror,October,11.0,0.0269,0.0654,0.0043,8.0
South Korea,2018.0,ko,0.0,5.0,2.0,1.0,Drama,November,28.0,0.0221,0.0672,0.0045,54.0
South Korea,2018.0,ko,0.0,5.0,3.0,1.0,Drama,October,11.0,0.0318,0.0631,0.004,16.0
"Canada, United States of America",2018.0,en,0.0,5.0,2.0,1.0,TV Movie,August,18.0,0.0221,0.0672,0.0045,18.0
Germany,2018.0,en,0.0,5.0,1.0,1.0,Drama,November,30.0,0.0218,0.0673,0.0045,6.0
Japan,2018.0,ja,0.0,5.0,6.0,1.0,Animation,May,5.0,0.0279,0.065,0.0042,18.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Documentary,April,10.0,0.0207,0.0676,0.0046,56.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Horror,August,30.0,0.0254,0.066,0.0044,21.0
India,2018.0,hi,2000000.0,5.0,2.0,1.0,Drama,March,23.0,0.0299,0.0641,0.0041,13.0
"Mexico, Venezuela",2018.0,es,0.0,5.0,2.0,1.0,Drama,December,7.0,0.0221,0.0672,0.0045,42.0
Spain,2018.0,es,0.0,5.0,2.0,1.0,Comedy,October,4.0,0.0258,0.0658,0.0043,22.0
"Belgium, Bulgaria, Netherlands",2018.0,nl,0.0,5.0,2.0,1.0,Drama,October,25.0,0.0295,0.0643,0.0041,20.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Animation,February,17.0,0.0211,0.0675,0.0046,14.0
China,2018.0,zh,125000.0,5.0,4.0,1.0,Drama,June,29.0,0.0288,0.0646,0.0042,20.0
"Canada, United States of America",2018.0,en,0.0,5.0,2.0,1.0,Comedy,June,22.0,0.0255,0.0659,0.0043,8.0
Japan,2018.0,ja,0.0,5.0,2.0,1.0,Action,March,10.0,0.0215,0.0674,0.0045,2.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Action,August,1.0,0.0245,0.0663,0.0044,53.0
Australia,2018.0,en,0.0,5.0,2.0,1.0,Comedy,January,18.0,0.0238,0.0666,0.0044,57.0
Canada,2018.0,en,0.0,5.0,3.0,1.0,Horror,October,1.0,0.0228,0.0669,0.0045,21.0
Australia,2018.0,en,0.0,5.0,2.0,1.0,Drama,March,8.0,0.0248,0.0662,0.0044,10.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Drama,August,24.0,0.0231,0.0668,0.0045,54.0
France,2018.0,fr,0.0,5.0,2.0,1.0,Comedy,June,24.0,0.0238,0.0666,0.0044,11.0
United States of America,2018.0,en,0.0,5.0,1.0,2.0,Documentary,October,12.0,0.0276,0.0651,0.0042,53.0
other,2018.0,en,0.0,5.0,1.0,1.0,Horror,May,5.0,0.0187,0.0682,0.0046,47.0
China,2018.0,zh,0.0,5.0,3.0,1.0,Action,July,13.0,0.0216,0.0673,0.0045,11.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Documentary,June,29.0,0.0295,0.0643,0.0041,25.0
South Korea,2018.0,ko,0.0,5.0,2.0,1.0,Music,November,15.0,0.0259,0.0658,0.0043,24.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Documentary,May,10.0,0.0175,0.0685,0.0047,36.0
United Kingdom,2018.0,en,0.0,5.0,3.0,1.0,Action,May,28.0,0.0263,0.0656,0.0043,22.0
"Canada, South Africa, United States of America",2018.0,en,0.0,5.0,2.0,1.0,Romance,December,7.0,0.0303,0.0639,0.0041,2.0
"France, Switzerland, Belgium, Georgia",2018.0,fr,0.0,5.0,2.0,1.0,Drama,February,14.0,0.0275,0.0652,0.0042,19.0
Canada,2018.0,en,0.0,5.0,2.0,1.0,Thriller,October,5.0,0.0287,0.0646,0.0042,20.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Drama,March,30.0,0.0218,0.0673,0.0045,47.0
United States of America,2018.0,en,0.0,5.0,4.0,1.0,Animation,August,28.0,0.0279,0.065,0.0042,41.0
Canada,2018.0,en,0.0,5.0,1.0,1.0,Drama,April,13.0,0.0307,0.0637,0.0041,33.0
Japan,2018.0,ja,0.0,5.0,2.0,1.0,Drama,September,1.0,0.0329,0.0626,0.0039,25.0
France,2018.0,fr,0.0,5.0,2.0,1.0,Comedy,April,18.0,0.0269,0.0654,0.0043,15.0
United States of America,2018.0,en,700000.0,5.0,1.0,1.0,Documentary,February,19.0,0.0195,0.068,0.0046,39.0
Mexico,2018.0,es,0.0,5.0,2.0,1.0,Comedy,December,25.0,0.029,0.0645,0.0042,41.0
United States of America,2018.0,en,12000000.0,5.0,2.0,1.0,War,May,24.0,0.0297,0.0642,0.0041,16.0
"United Kingdom, United States of America",2018.0,en,0.0,5.0,3.0,1.0,Family,July,20.0,0.0229,0.0669,0.0045,14.0
United States of America,2018.0,en,10000000.0,5.0,2.0,1.0,Romance,August,10.0,0.0208,0.0676,0.0046,21.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Comedy,January,12.0,0.0242,0.0664,0.0044,33.0
other,2018.0,en,0.0,5.0,1.0,1.0,Horror,November,5.0,0.0286,0.0647,0.0042,23.0
Brazil,2018.0,pt,3500000.0,5.0,4.0,1.0,Thriller,November,1.0,0.0206,0.0677,0.0046,6.0
"Belgium, Netherlands",2018.0,nl,0.0,5.0,1.0,1.0,Drama,September,18.0,0.0275,0.0651,0.0042,16.0
United States of America,2018.0,en,6700000.0,5.0,1.0,2.0,Comedy,March,16.0,0.0264,0.0656,0.0043,17.0
"United States of America, Bulgaria, United Kingdom, Israel, Morocco",2018.0,en,12000000.0,5.0,5.0,1.0,Action,May,15.0,0.0306,0.0637,0.0041,27.0
"Denmark, Netherlands, Sweden",2018.0,da,0.0,5.0,2.0,1.0,Drama,October,11.0,0.0304,0.0638,0.0041,49.0
Austria,2018.0,en,0.0,5.0,3.0,1.0,Horror,October,12.0,0.017,0.0686,0.0047,43.0
Mexico,2018.0,es,0.0,5.0,2.0,1.0,Horror,July,13.0,0.0237,0.0666,0.0044,57.0
India,2018.0,hi,0.0,5.0,1.0,1.0,Documentary,April,5.0,0.0283,0.0648,0.0042,27.0
Canada,2018.0,en,0.0,5.0,3.0,1.0,TV Movie,November,1.0,0.0217,0.0673,0.0045,14.0
South Korea,2018.0,ko,0.0,4.0,1.0,1.0,Drama,December,6.0,0.0299,0.0641,0.0041,2.0
Canada,2018.0,en,0.0,5.0,1.0,1.0,Horror,February,9.0,0.0196,0.0679,0.0046,18.0
New Zealand,2018.0,en,0.0,5.0,1.0,2.0,Comedy,March,10.0,0.0303,0.0639,0.0041,17.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Horror,March,13.0,0.0337,0.0621,0.0039,7.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Horror,March,16.0,0.0292,0.0644,0.0041,48.0
"Germany, Bulgaria, France, Czech Republic, Romania",2018.0,ro,1986448.0,5.0,3.0,1.0,History,September,28.0,0.0252,0.066,0.0044,14.0
United Kingdom,2018.0,en,0.0,1.0,1.0,1.0,Comedy,March,13.0,0.0191,0.0681,0.0046,35.0
"Belgium, Canada, United States of America",2018.0,en,0.0,5.0,2.0,1.0,Drama,November,8.0,0.026,0.0658,0.0043,25.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Thriller,December,7.0,0.0287,0.0646,0.0042,31.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Comedy,September,22.0,0.015,0.0691,0.0048,21.0
Germany,2018.0,de,0.0,5.0,2.0,1.0,Thriller,February,15.0,0.0232,0.0668,0.0045,35.0
South Korea,2018.0,ko,7120949.0,5.0,2.0,1.0,Crime,October,3.0,0.0237,0.0666,0.0044,28.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Comedy,April,16.0,0.0242,0.0664,0.0044,47.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Drama,June,1.0,0.0259,0.0658,0.0043,20.0
South Korea,2018.0,ko,0.0,5.0,2.0,1.0,Drama,July,25.0,0.0323,0.0629,0.004,37.0
Spain,2018.0,es,0.0,5.0,1.0,1.0,Comedy,March,16.0,0.0264,0.0656,0.0043,54.0
France,2018.0,fr,0.0,5.0,4.0,1.0,Comedy,October,6.0,0.0226,0.067,0.0045,14.0
Paraguay,2018.0,es,0.0,5.0,3.0,2.0,Action,August,2.0,0.0273,0.0652,0.0043,5.0
Finland,2018.0,fi,0.0,4.0,2.0,1.0,Romance,June,29.0,0.0241,0.0665,0.0044,15.0
"Spain, France",2018.0,es,0.0,5.0,3.0,1.0,Music,October,24.0,0.0192,0.0681,0.0046,40.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Romance,February,20.0,0.02,0.0678,0.0046,13.0
other,2018.0,zh,0.0,5.0,2.0,1.0,Crime,October,31.0,0.0295,0.0642,0.0041,38.0
"Belgium, Germany, Hungary, Poland, Spain",2018.0,en,5000000.0,5.0,3.0,2.0,Animation,October,26.0,0.035,0.0614,0.0038,7.0
Japan,2018.0,ja,0.0,4.0,1.0,1.0,Animation,January,22.0,0.0246,0.0663,0.0044,11.0
"Bosnia and Herzegovina, Bulgaria, France, Germany, Macedonia, Qatar, Sweden, Turkey",2018.0,tr,0.0,5.0,1.0,1.0,Drama,June,1.0,0.024,0.0665,0.0044,20.0
"France, Japan, Singapore",2018.0,ja,0.0,5.0,1.0,1.0,Drama,March,29.0,0.0291,0.0644,0.0042,14.0
United States of America,2018.0,en,0.0,4.0,3.0,1.0,Romance,October,1.0,0.0283,0.0648,0.0042,32.0
France,2018.0,fr,0.0,5.0,1.0,1.0,Comedy,March,21.0,0.0195,0.068,0.0046,12.0
Italy,2018.0,it,0.0,5.0,2.0,1.0,Comedy,June,21.0,0.0314,0.0634,0.004,28.0
United States of America,2018.0,en,0.0,1.0,1.0,1.0,Comedy,May,13.0,0.0258,0.0658,0.0043,8.0
Spain,2018.0,es,4642619.0,5.0,3.0,1.0,Thriller,March,10.0,0.0225,0.0671,0.0045,20.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Horror,November,2.0,0.0281,0.0649,0.0042,15.0
Russia,2018.0,ru,0.0,5.0,2.0,1.0,Thriller,June,14.0,0.0238,0.0666,0.0044,40.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Drama,March,7.0,0.0189,0.0681,0.0046,10.0
Hungary,2018.0,hu,0.0,5.0,4.0,1.0,Animation,June,22.0,0.0201,0.0678,0.0046,46.0
United States of America,2018.0,en,0.0,5.0,2.0,2.0,Documentary,September,9.0,0.0233,0.0667,0.0045,14.0
Canada,2018.0,en,0.0,5.0,4.0,1.0,Romance,November,25.0,0.0182,0.0683,0.0047,42.0
Mexico,2018.0,es,900000.0,5.0,2.0,2.0,Animation,March,9.0,0.0273,0.0652,0.0043,19.0
"United States of America, Belgium, United Kingdom",2018.0,fr,0.0,5.0,2.0,1.0,Mystery,July,9.0,0.0296,0.0642,0.0041,27.0
"Argentina, Spain",2018.0,es,0.0,5.0,1.0,1.0,Comedy,August,14.0,0.0245,0.0663,0.0044,46.0
"Argentina, Mexico",2018.0,es,0.0,5.0,2.0,1.0,Thriller,September,13.0,0.0296,0.0642,0.0041,32.0
France,2018.0,fr,0.0,5.0,1.0,1.0,Comedy,August,8.0,0.024,0.0665,0.0044,41.0
"Germany, Belgium, France",2018.0,fr,0.0,5.0,2.0,1.0,Animation,October,10.0,0.0213,0.0674,0.0045,2.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Drama,August,3.0,0.0287,0.0646,0.0042,3.0
United States of America,2018.0,en,0.0,5.0,4.0,1.0,Horror,August,18.0,0.0214,0.0674,0.0045,31.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Romance,September,28.0,0.0236,0.0666,0.0044,35.0
other,2018.0,ko,0.0,5.0,1.0,1.0,Romance,June,21.0,0.0256,0.0659,0.0043,13.0
"Russia, United States of America",2018.0,en,0.0,5.0,3.0,1.0,Thriller,March,11.0,0.0263,0.0657,0.0043,53.0
Canada,2018.0,en,0.0,5.0,3.0,1.0,Drama,June,11.0,0.0252,0.0661,0.0044,39.0
France,2018.0,fr,0.0,5.0,1.0,1.0,Drama,May,23.0,0.033,0.0625,0.0039,27.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Horror,September,14.0,0.028,0.0649,0.0042,38.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Drama,February,16.0,0.03,0.0641,0.0041,23.0
"Germany, Austria",2018.0,de,0.0,5.0,2.0,1.0,Comedy,August,9.0,0.0241,0.0665,0.0044,53.0
"United Kingdom, United States of America",2018.0,en,0.0,5.0,2.0,1.0,Music,July,5.0,0.0207,0.0676,0.0046,12.0
India,2018.0,ta,0.0,5.0,3.0,1.0,Action,October,17.0,0.021,0.0675,0.0046,24.0
"Denmark, Sweden, Germany",2018.0,sv,0.0,5.0,2.0,1.0,Drama,September,14.0,0.027,0.0654,0.0043,15.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Animation,August,28.0,0.0198,0.0679,0.0046,47.0
"Belgium, France",2018.0,fr,0.0,5.0,2.0,1.0,Thriller,July,18.0,0.0309,0.0636,0.004,7.0
Egypt,2018.0,ar,0.0,5.0,3.0,1.0,Action,June,15.0,0.026,0.0657,0.0043,13.0
Italy,2018.0,it,0.0,5.0,1.0,1.0,Comedy,December,7.0,0.0175,0.0685,0.0047,12.0
France,2018.0,fr,0.0,5.0,1.0,1.0,Comedy,December,26.0,0.0176,0.0685,0.0047,14.0
Japan,2018.0,ja,0.0,5.0,6.0,1.0,Action,December,22.0,0.0255,0.066,0.0044,1.0
"India, United States of America, Hong Kong",2018.0,hi,10000000.0,5.0,2.0,1.0,Comedy,February,9.0,0.0211,0.0675,0.0046,47.0
India,2018.0,hi,0.0,5.0,4.0,1.0,Action,December,28.0,0.0222,0.0671,0.0045,43.0
United Kingdom,2018.0,en,0.0,5.0,1.0,1.0,Science Fiction,January,9.0,0.0231,0.0668,0.0045,44.0
Spain,2018.0,es,0.0,5.0,1.0,1.0,Comedy,January,12.0,0.023,0.0669,0.0045,53.0
other,2018.0,ko,0.0,5.0,1.0,1.0,Romance,July,9.0,0.0255,0.066,0.0044,14.0
United States of America,2018.0,en,3000000.0,5.0,3.0,1.0,Family,October,22.0,0.0235,0.0667,0.0044,45.0
South Korea,2018.0,ko,0.0,5.0,4.0,1.0,Comedy,February,8.0,0.0242,0.0665,0.0044,19.0
United Kingdom,2018.0,en,0.0,5.0,2.0,1.0,TV Movie,July,5.0,0.0284,0.0648,0.0042,16.0
"Poland, United Kingdom",2018.0,en,0.0,5.0,2.0,1.0,History,May,11.0,0.0232,0.0668,0.0045,21.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Drama,May,11.0,0.0256,0.0659,0.0043,20.0
Australia,2018.0,en,0.0,5.0,3.0,1.0,Comedy,October,1.0,0.0275,0.0651,0.0042,1.0
South Korea,2018.0,ko,0.0,5.0,2.0,1.0,Drama,March,15.0,0.0327,0.0627,0.0039,15.0
Philippines,2018.0,tl,0.0,5.0,2.0,1.0,Drama,August,29.0,0.0213,0.0674,0.0045,21.0
"Belgium, France",2018.0,fr,9208475.0,5.0,2.0,1.0,Comedy,November,10.0,0.0277,0.065,0.0042,21.0
"Spain, Argentina, Uruguay",2018.0,es,0.0,5.0,2.0,1.0,Horror,January,11.0,0.0247,0.0663,0.0044,7.0
"Canada, France, Luxembourg",2018.0,fr,0.0,5.0,4.0,1.0,Adventure,December,12.0,0.0213,0.0674,0.0045,28.0
Switzerland,2018.0,de,0.0,5.0,2.0,1.0,Drama,February,22.0,0.0265,0.0655,0.0043,24.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Comedy,April,27.0,0.0208,0.0676,0.0046,40.0
"Dominican Republic, Puerto Rico",2018.0,es,0.0,5.0,1.0,1.0,Comedy,March,18.0,0.0194,0.068,0.0046,43.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Comedy,November,9.0,0.0264,0.0656,0.0043,2.0
India,2018.0,hi,0.0,5.0,4.0,1.0,Crime,March,16.0,0.0219,0.0672,0.0045,38.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Comedy,February,1.0,0.02,0.0678,0.0046,21.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Thriller,October,13.0,0.0231,0.0668,0.0045,48.0
India,2018.0,hi,0.0,5.0,4.0,1.0,Thriller,June,15.0,0.0274,0.0652,0.0042,7.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Drama,June,15.0,0.0306,0.0637,0.0041,44.0
"France, Italy",2018.0,fr,0.0,5.0,2.0,1.0,Comedy,September,1.0,0.021,0.0675,0.0046,14.0
other,2018.0,ko,0.0,5.0,1.0,1.0,Romance,July,12.0,0.0298,0.0641,0.0041,54.0
Canada,2018.0,en,0.0,5.0,3.0,1.0,Animation,November,8.0,0.0311,0.0635,0.004,2.0
Italy,2018.0,it,0.0,5.0,3.0,1.0,Animation,January,11.0,0.0292,0.0644,0.0041,21.0
United States of America,2018.0,en,0.0,5.0,2.0,2.0,Horror,July,13.0,0.0213,0.0674,0.0045,57.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,TV Movie,December,2.0,0.0233,0.0667,0.0045,2.0
"United States of America, United Kingdom, Hong Kong, Thailand",2018.0,en,3000000.0,5.0,1.0,1.0,Action,September,24.0,0.0264,0.0656,0.0043,54.0
"France, United Kingdom",2018.0,fr,0.0,5.0,1.0,1.0,Drama,June,3.0,0.0293,0.0644,0.0041,22.0
Germany,2018.0,de,0.0,5.0,1.0,1.0,Comedy,October,18.0,0.0232,0.0668,0.0045,12.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Comedy,July,20.0,0.0282,0.0649,0.0042,14.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Drama,April,7.0,0.0218,0.0673,0.0045,31.0
Poland,2018.0,pl,0.0,5.0,3.0,1.0,War,August,31.0,0.0221,0.0672,0.0045,45.0
Australia,2018.0,en,0.0,1.0,1.0,2.0,Comedy,June,19.0,0.018,0.0684,0.0047,28.0
United States of America,2018.0,en,0.0,5.0,4.0,1.0,Action,February,19.0,0.0189,0.0682,0.0046,21.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Science Fiction,December,9.0,0.0308,0.0637,0.0041,37.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Drama,September,12.0,0.0336,0.0622,0.0039,5.0
South Korea,2018.0,ko,0.0,5.0,2.0,1.0,Drama,January,17.0,0.0284,0.0647,0.0042,41.0
"South Africa, United Kingdom",2018.0,en,15000000.0,5.0,2.0,1.0,Thriller,March,9.0,0.0218,0.0673,0.0045,21.0
Japan,2018.0,ja,0.0,5.0,2.0,1.0,Crime,February,3.0,0.018,0.0684,0.0047,14.0
"Canada, United States of America",2018.0,en,0.0,5.0,3.0,1.0,Drama,December,8.0,0.0331,0.0625,0.0039,30.0
"Belgium, France",2018.0,fr,0.0,5.0,3.0,1.0,Drama,December,5.0,0.0201,0.0678,0.0046,14.0
United States of America,2018.0,en,200000.0,5.0,1.0,1.0,Comedy,June,15.0,0.0256,0.0659,0.0043,2.0
"Belgium, France",2018.0,fr,0.0,5.0,1.0,1.0,Drama,December,5.0,0.023,0.0669,0.0045,9.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Action,May,4.0,0.0246,0.0663,0.0044,52.0
China,2018.0,zh,0.0,5.0,3.0,1.0,Comedy,August,10.0,0.025,0.0661,0.0044,13.0
Japan,2018.0,ja,0.0,5.0,2.0,1.0,Drama,September,22.0,0.023,0.0669,0.0045,48.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Horror,July,23.0,0.0189,0.0682,0.0046,41.0
France,2018.0,fr,0.0,5.0,1.0,1.0,Comedy,November,21.0,0.0206,0.0677,0.0046,29.0
United States of America,2018.0,en,1000000.0,5.0,2.0,1.0,Comedy,September,10.0,0.034,0.062,0.0038,14.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Drama,August,10.0,0.0294,0.0643,0.0041,32.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Action,May,1.0,0.0202,0.0678,0.0046,1.0
United Kingdom,2018.0,en,0.0,5.0,2.0,1.0,Crime,August,31.0,0.0192,0.0681,0.0046,46.0
other,2018.0,en,0.0,5.0,1.0,2.0,other,July,30.0,0.0296,0.0642,0.0041,25.0
Spain,2018.0,es,0.0,5.0,2.0,1.0,Comedy,July,12.0,0.0208,0.0676,0.0046,28.0
"Germany, United States of America",2018.0,de,0.0,5.0,4.0,1.0,Comedy,October,31.0,0.0238,0.0666,0.0044,2.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Romance,May,4.0,0.0306,0.0638,0.0041,9.0
United States of America,2018.0,en,0.0,5.0,4.0,1.0,Thriller,May,25.0,0.0341,0.062,0.0038,18.0
United Kingdom,2018.0,en,0.0,5.0,2.0,1.0,Comedy,August,14.0,0.0264,0.0656,0.0043,13.0
India,2018.0,te,4346100.0,5.0,1.0,1.0,Drama,May,9.0,0.0287,0.0646,0.0042,18.0
other,2018.0,ko,0.0,5.0,2.0,1.0,Drama,June,15.0,0.0259,0.0658,0.0043,1.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Documentary,July,24.0,0.0195,0.068,0.0046,57.0
France,2018.0,fr,0.0,5.0,2.0,1.0,Comedy,January,17.0,0.0311,0.0635,0.004,2.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Drama,June,1.0,0.0218,0.0673,0.0045,50.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Thriller,September,14.0,0.0229,0.0669,0.0045,53.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Comedy,January,26.0,0.0245,0.0663,0.0044,23.0
Italy,2018.0,it,0.0,5.0,1.0,1.0,Comedy,November,8.0,0.0283,0.0648,0.0042,4.0
United States of America,2018.0,en,0.0,5.0,4.0,1.0,Drama,May,4.0,0.031,0.0636,0.004,27.0
Italy,2018.0,it,0.0,5.0,1.0,1.0,Comedy,April,12.0,0.0242,0.0665,0.0044,13.0
India,2018.0,te,0.0,5.0,2.0,1.0,Action,October,11.0,0.0218,0.0673,0.0045,43.0
Japan,2018.0,ja,0.0,5.0,4.0,1.0,Comedy,August,25.0,0.0236,0.0667,0.0044,44.0
Canada,2018.0,en,0.0,5.0,2.0,1.0,TV Movie,April,7.0,0.026,0.0658,0.0043,2.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Comedy,January,23.0,0.0267,0.0655,0.0043,41.0
United States of America,2018.0,en,0.0,5.0,3.0,1.0,Action,November,13.0,0.0214,0.0674,0.0045,14.0
United States of America,2018.0,en,0.0,5.0,4.0,1.0,TV Movie,July,29.0,0.0305,0.0638,0.0041,48.0
Brazil,2018.0,pt,0.0,5.0,1.0,1.0,Comedy,March,8.0,0.0279,0.065,0.0042,37.0
United States of America,2018.0,en,0.0,5.0,1.0,1.0,Documentary,March,10.0,0.0247,0.0662,0.0044,37.0
"Canada, United States of America",2018.0,en,0.0,5.0,3.0,1.0,TV Movie,January,6.0,0.0258,0.0658,0.0043,31.0
other,2018.0,ja,0.0,5.0,1.0,1.0,Drama,November,2.0,0.0284,0.0648,0.0042,17.0
"France, Switzerland",2018.0,fr,0.0,5.0,2.0,1.0,Drama,October,11.0,0.0284,0.0648,0.0042,27.0
United States of America,2018.0,en,0.0,5.0,2.0,1.0,Romance,February,23.0,0.0219,0.0672,0.0045,9.0
"Belgium, France",2018.0,fr,0.0,5.0,1.0,1.0,Comedy,July,4.0,0.0246,0.0663,0.0044,7.0
France,2018.0,fr,0.0,5.0,2.0,1.0,Adventure,February,21.0,0.0307,0.0637,0.0041,21.0
"Canada, Finland, United Kingdom, United States of America",2018.0,en,731000.0,5.0,3.0,1.0,Horror,September,7.0,0.0283,0.0648,0.0042,33.0
Canada,2018.0,fr,0.0,3.0,1.0,1.0,Drama,January,18.0,0.0298,0.0641,0.0041,18.0
Germany,2018.0,de,0.0,5.0,2.0,1.0,Family,December,6.0,0.0237,0.0666,0.0044,14.0
"Hong Kong, South Korea",2018.0,ko,0.0,5.0,2.0,1.0,Drama,May,1.0,0.0254,0.066,0.0044,33.0
United Kingdom,2018.0,en,0.0,5.0,1.0,2.0,Documentary,June,8.0,0.025,0.0662,0.0044,29.0
United States of America,2019.0,en,260000000.0,5.0,4.0,1.0,Adventure,July,12.0,0.0264,0.0656,0.0043,32.0
United States of America,2019.0,en,356000000.0,5.0,3.0,2.0,Adventure,April,24.0,0.022,0.0672,0.0045,11.0
South Korea,2019.0,ko,11363000.0,5.0,3.0,1.0,Comedy,May,30.0,0.0252,0.0661,0.0044,53.0
South Korea,2019.0,ko,6500000.0,5.0,3.0,1.0,Crime,May,15.0,0.0276,0.0651,0.0042,41.0
China,2019.0,zh,22000000.0,5.0,3.0,1.0,Animation,July,26.0,0.0283,0.0648,0.0042,5.0
South Korea,2019.0,ko,0.0,6.0,1.0,1.0,Romance,March,8.0,0.0299,0.0641,0.0041,27.0
United States of America,2019.0,en,416000000.0,5.0,3.0,1.0,Adventure,December,18.0,0.0229,0.0669,0.0045,6.0
United States of America,2019.0,en,200000000.0,5.0,3.0,1.0,Action,August,1.0,0.0177,0.0685,0.0047,2.0
United States of America,2019.0,en,129000000.0,5.0,3.0,1.0,Animation,January,3.0,0.0297,0.0642,0.0041,3.0
"Canada, United States of America",2019.0,en,55000000.0,5.0,3.0,1.0,Crime,October,1.0,0.0286,0.0646,0.0042,10.0
United States of America,2019.0,en,160000000.0,5.0,3.0,1.0,Action,June,28.0,0.0321,0.063,0.004,20.0
United States of America,2019.0,en,14000000.0,5.0,2.0,1.0,Romance,April,11.0,0.0283,0.0648,0.0042,27.0
